year,brood,offspring,rank,dam,sire,dam.type,sire.type,hothiphop.parents,hiphop,hot.parents,hot.dam,hot.sire,hothiphop.dam,hothiphop.sire,below.threshold,threshold,loci.dyad.dam,loci.dyad.sire,loci.triad,offspring.heterozygosity,social.mother.sampled,social.father.sampled,social.mother,social.father,condition,ranking,ranking2
2019,1,WCR2019_0646,1,WCR2019_0267,WCR2019_0494,within-group subordinate,within-group subordinate,9,0,9,6,3,6,3,1,99999,845,854,840,0.429569266589057,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0646,2,WCR2019_0119,WCR2019_0494,within-group subordinate,within-group subordinate,41,22,19,17,3,39,25,1,99999,858,854,853,0.429569266589057,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0646,3,WCR2019_0256,WCR2019_0494,within-group subordinate,within-group subordinate,41,19,22,19,3,38,22,1,99999,856,854,851,0.429569266589057,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0648,1,WCR2019_0223,WCR2019_0103,within-group subordinate,within-group subordinate,44,21,23,22,1,43,22,1,99999,418,725,416,0.389270976616231,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0648,2,WCR2019_0440,WCR2019_0103,within-group subordinate,within-group subordinate,50,33,17,16,1,49,34,1,99999,483,725,481,0.389270976616231,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0648,3,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,50,23,27,22,38,45,61,1,99999,418,637,359,0.389270976616231,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0649,1,WCR2019_0223,WCR2019_0088,within-group subordinate,within-group subordinate,30,20,10,14,3,34,23,1,99999,487,646,381,0.472027972027972,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0649,2,WCR2019_0223,WCR2019_0122,within-group subordinate,within-group subordinate,39,25,14,14,2,39,27,1,99999,487,846,480,0.472027972027972,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0649,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,39,25,14,14,0,39,25,1,99999,487,827,472,0.472027972027972,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0650,1,WCR2019_0223,WCR2019_0088,within-group subordinate,within-group subordinate,34,22,12,18,3,40,25,1,99999,488,645,381,0.490675990675991,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0650,2,WCR2019_0440,WCR2019_0122,within-group subordinate,within-group subordinate,41,24,17,16,3,40,27,1,99999,567,846,561,0.490675990675991,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0650,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,46,28,18,18,3,46,31,1,99999,488,827,473,0.490675990675991,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0654,1,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,41,20,21,21,12,41,32,1,99999,486,826,471,0.43757292882147,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0654,2,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,47,27,20,21,18,48,45,1,99999,486,760,424,0.43757292882147,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0654,3,WCR2019_0223,WCR2019_0122,within-group subordinate,within-group subordinate,50,24,26,21,15,45,39,1,99999,486,845,479,0.43757292882147,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0656,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,67,34,33,26,38,60,72,1,99999,488,761,425,0.383003492433062,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0656,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,68,24,44,26,50,50,74,1,99999,488,626,355,0.383003492433062,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0656,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,75,36,39,26,31,62,67,1,99999,488,828,473,0.383003492433062,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0658,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,61,22,39,26,47,48,69,1,99999,488,627,356,0.377182770663562,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0658,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,67,34,33,26,34,60,68,1,99999,488,828,473,0.377182770663562,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0658,3,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,70,32,38,26,44,58,76,1,99999,488,762,426,0.377182770663562,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0659,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,73,24,49,40,52,64,76,1,99999,489,624,356,0.344224037339557,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0659,2,WCR2019_0440,WCR2019_0087,within-group subordinate,within-group subordinate,73,22,51,35,52,57,74,1,99999,569,624,414,0.344224037339557,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0659,3,WCR2019_0440,WCR2019_0327,within-group subordinate,within-group subordinate,76,29,47,35,33,64,62,1,99999,569,826,549,0.344224037339557,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0660,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,56,22,34,27,40,49,62,1,99999,487,625,354,0.421911421911422,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0660,2,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,57,21,36,27,37,48,58,1,99999,487,761,425,0.421911421911422,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0660,3,WCR2019_0440,WCR2019_0327,within-group subordinate,within-group subordinate,62,32,30,24,21,56,53,1,99999,568,827,548,0.421911421911422,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0661,1,WCR2019_0440,WCR2019_0327,within-group subordinate,within-group subordinate,59,38,21,19,19,57,57,1,99999,568,828,548,0.39813736903376,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0661,2,WCR2019_0440,WCR2019_0122,within-group subordinate,within-group subordinate,62,30,32,19,28,49,58,1,99999,568,847,562,0.39813736903376,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0661,3,WCR2019_0440,WCR2019_0088,within-group subordinate,within-group subordinate,64,33,31,19,42,52,75,1,99999,568,646,432,0.39813736903376,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0662,1,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,45,29,16,11,14,40,43,1,99999,488,827,473,0.407925407925408,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0662,2,WCR2019_0223,WCR2019_0088,within-group subordinate,within-group subordinate,46,26,20,11,28,37,54,1,99999,488,645,380,0.407925407925408,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0662,3,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,53,33,20,11,28,44,61,1,99999,488,760,425,0.407925407925408,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0663,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,51,24,27,21,27,45,51,1,99999,486,625,355,0.483040935672515,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0663,2,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,58,34,24,21,32,55,66,1,99999,486,759,424,0.483040935672515,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0663,3,WCR2019_0223,WCR2019_0088,within-group subordinate,within-group subordinate,63,34,29,21,35,55,69,1,99999,486,644,380,0.483040935672515,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0664,1,WCR2019_0532,WCR2019_0327,within-group subordinate,within-group subordinate,55,35,20,2,21,37,56,1,99999,846,826,815,0.364060676779463,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0664,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,55,26,29,24,21,50,47,1,99999,488,826,473,0.364060676779463,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0664,3,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,55,22,33,24,37,46,59,1,99999,488,626,356,0.364060676779463,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0665,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,48,18,30,24,35,42,53,1,99999,440,564,316,0.406005221932115,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0665,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,60,28,32,24,30,52,58,1,99999,440,737,425,0.406005221932115,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0665,3,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,63,29,34,24,37,53,66,1,99999,440,682,385,0.406005221932115,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0666,1,WCR2019_0565,WCR2019_0216,within-group subordinate,within-group subordinate,2,0,2,0,2,0,2,1,99999,853,853,847,0.374854481955763,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0666,2,WCR2019_0223,WCR2019_0216,within-group subordinate,within-group subordinate,44,23,21,19,2,42,25,1,99999,488,853,487,0.374854481955763,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0666,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,59,31,28,19,28,50,59,1,99999,488,828,473,0.374854481955763,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0668,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,61,19,42,35,37,54,56,1,99999,488,625,356,0.35705950991832,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0668,2,WCR2019_0585,WCR2019_0087,within-group subordinate,within-group subordinate,67,28,39,2,37,30,65,1,99999,857,625,625,0.35705950991832,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0668,3,WCR2019_0440,WCR2019_0087,within-group subordinate,within-group subordinate,72,27,45,32,37,59,64,1,99999,566,625,412,0.35705950991832,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0669,1,WCR2019_0223,WCR2019_0216,within-group subordinate,within-group subordinate,50,29,21,20,1,49,30,1,99999,455,778,454,0.40485312899106,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0669,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,53,30,23,20,20,50,50,1,99999,455,755,441,0.40485312899106,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0669,3,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,55,20,35,20,41,40,61,1,99999,455,567,336,0.40485312899106,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0670,1,WCR2019_0076,WCR2019_0327,within-group subordinate,within-group subordinate,37,26,11,0,15,26,41,1,99999,591,794,569,0.354368932038835,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0670,2,WCR2019_0076,WCR2019_0122,within-group subordinate,within-group subordinate,50,26,24,0,28,26,54,1,99999,591,812,581,0.354368932038835,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0670,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,50,24,26,22,15,46,39,1,99999,472,794,458,0.354368932038835,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0671,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,67,22,45,36,47,58,69,1,99999,489,627,356,0.37906976744186,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0671,2,WCR2019_0585,WCR2019_0327,within-group subordinate,within-group subordinate,73,47,26,4,23,51,70,1,99999,860,829,829,0.37906976744186,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0671,3,WCR2019_0585,WCR2019_0122,within-group subordinate,within-group subordinate,78,36,42,4,40,40,76,1,99999,860,848,848,0.37906976744186,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0672,1,WCR2019_0440,WCR2019_0087,within-group subordinate,within-group subordinate,65,22,43,27,50,49,72,1,99999,566,625,412,0.382730455075846,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0672,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,65,18,47,30,50,48,68,1,99999,488,625,355,0.382730455075846,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0672,3,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,70,27,43,30,43,57,70,1,99999,488,759,425,0.382730455075846,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0675,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,63,19,44,29,49,48,68,1,99999,456,595,338,0.400247831474597,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0675,2,WCR2019_0440,WCR2019_0327,within-group subordinate,within-group subordinate,68,38,30,24,28,62,66,1,99999,535,778,517,0.400247831474597,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0675,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,68,28,40,29,28,57,56,1,99999,456,778,442,0.400247831474597,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0676,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,59,24,35,30,44,54,68,1,99999,489,762,426,0.331395348837209,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0676,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,59,17,42,30,53,47,70,1,99999,489,627,356,0.331395348837209,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0676,3,WCR2019_0223,WCR2019_0073,within-group subordinate,within-group subordinate,69,24,45,30,53,54,77,1,99999,489,788,438,0.331395348837209,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0677,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,49,21,28,22,31,43,52,1,99999,461,715,400,0.419235511713933,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0677,2,WCR2019_0223,WCR2019_0075,within-group subordinate,within-group subordinate,54,32,22,22,31,54,63,1,99999,461,708,394,0.419235511713933,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0677,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,54,29,25,22,16,51,45,1,99999,461,784,448,0.419235511713933,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0678,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,65,28,37,31,43,59,71,1,99999,489,762,426,0.36046511627907,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0678,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,68,23,45,31,53,54,76,1,99999,489,627,356,0.36046511627907,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0678,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,74,36,38,31,23,67,59,1,99999,489,829,474,0.36046511627907,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0679,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,58,22,36,24,54,46,76,1,99999,474,615,346,0.361474435196195,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0679,2,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,64,31,33,24,44,55,75,1,99999,474,749,416,0.361474435196195,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0679,3,WCR2019_0223,WCR2019_0073,within-group subordinate,within-group subordinate,70,32,38,24,49,56,81,1,99999,474,772,425,0.361474435196195,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0680,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,70,39,31,26,36,65,75,1,99999,489,762,426,0.380232558139535,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0680,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,73,40,33,26,23,66,63,1,99999,489,829,474,0.380232558139535,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0680,3,WCR2019_0440,WCR2019_0327,within-group subordinate,within-group subordinate,75,45,30,24,23,69,68,1,99999,569,829,549,0.380232558139535,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0681,1,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,54,32,22,19,11,51,43,1,99999,488,828,473,0.385331781140861,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0681,2,WCR2019_0223,WCR2019_0088,within-group subordinate,within-group subordinate,57,29,28,19,26,48,55,1,99999,488,645,380,0.385331781140861,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0681,3,WCR2019_0440,WCR2019_0122,within-group subordinate,within-group subordinate,59,26,33,26,18,52,44,1,99999,568,847,562,0.385331781140861,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0682,1,WCR2019_0440,WCR2019_0313,within-group subordinate,within-group subordinate,45,22,23,17,24,39,46,1,99999,555,825,547,0.391148325358852,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0682,2,WCR2019_0440,WCR2019_0122,within-group subordinate,within-group subordinate,46,23,23,17,17,40,40,1,99999,555,824,549,0.391148325358852,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0682,3,WCR2019_0440,WCR2019_0161,within-group subordinate,within-group subordinate,48,24,24,17,16,41,40,1,99999,555,787,532,0.391148325358852,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0683,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,61,26,35,25,39,51,65,1,99999,489,627,356,0.415116279069767,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0683,2,WCR2019_0440,WCR2019_0327,within-group subordinate,within-group subordinate,71,39,32,25,27,64,66,1,99999,569,829,549,0.415116279069767,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0683,3,WCR2019_0440,WCR2019_0122,within-group subordinate,within-group subordinate,73,32,41,25,36,57,68,1,99999,569,848,563,0.415116279069767,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0686,1,WCR2019_0223,WCR2019_0088,within-group subordinate,within-group subordinate,38,25,13,16,13,41,38,1,99999,487,644,379,0.462703962703963,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0686,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,44,25,19,16,9,41,34,1,99999,487,827,472,0.462703962703963,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0686,3,WCR2019_0223,WCR2019_0161,within-group subordinate,within-group subordinate,47,29,18,16,14,45,43,1,99999,487,808,468,0.462703962703963,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0688,1,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,62,31,31,28,23,59,54,1,99999,484,821,469,0.36192714453584,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0688,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,63,28,35,28,38,56,66,1,99999,484,621,352,0.36192714453584,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0688,3,WCR2019_0440,WCR2019_0087,within-group subordinate,within-group subordinate,68,27,41,23,38,50,65,1,99999,561,621,408,0.36192714453584,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0690,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,66,26,40,30,37,56,63,1,99999,480,750,420,0.355029585798817,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0690,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,70,24,46,30,50,54,74,1,99999,480,619,351,0.355029585798817,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0690,3,WCR2019_0440,WCR2019_0061,within-group subordinate,within-group subordinate,75,39,36,27,37,66,76,1,99999,558,750,494,0.355029585798817,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0693,1,WCR2019_0440,WCR2019_0122,within-group subordinate,within-group subordinate,46,28,18,17,2,45,30,1,99999,538,799,533,0.425216316440049,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0693,2,WCR2019_0440,WCR2019_0161,within-group subordinate,within-group subordinate,51,29,22,17,13,46,42,1,99999,538,760,516,0.425216316440049,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0693,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,55,28,27,27,4,55,32,1,99999,463,779,449,0.425216316440049,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0695,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,54,28,26,23,36,51,64,1,99999,435,554,314,0.413071895424837,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0695,2,WCR2019_0191,WCR2019_0087,within-group subordinate,within-group subordinate,60,27,33,22,36,49,63,1,99999,588,554,414,0.413071895424837,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0695,3,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,63,33,30,23,36,56,69,1,99999,435,673,377,0.413071895424837,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0698,1,WCR2019_0337,WCR2019_0405,within-group subordinate,within-group subordinate,4,0,4,1,3,1,3,1,99999,851,804,801,0.463700234192037,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0698,2,WCR2019_0337,WCR2019_0265,within-group subordinate,within-group subordinate,8,7,1,1,0,8,7,1,99999,851,846,843,0.463700234192037,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0698,3,WCR2019_0337,WCR2019_0518,within-group subordinate,within-group subordinate,9,6,3,1,2,7,8,1,99999,851,843,840,0.463700234192037,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0699,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,65,25,40,28,38,53,63,1,99999,489,627,356,0.367441860465116,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0699,2,WCR2019_0585,WCR2019_0327,within-group subordinate,within-group subordinate,71,42,29,3,27,45,69,1,99999,860,829,829,0.367441860465116,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0699,3,WCR2019_0585,WCR2019_0087,within-group subordinate,within-group subordinate,74,34,40,3,38,37,72,1,99999,860,627,627,0.367441860465116,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0700,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,61,22,39,37,40,59,62,1,99999,478,619,352,0.385798816568047,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0700,2,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,71,27,44,37,37,64,64,1,99999,478,750,418,0.385798816568047,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0700,3,WCR2019_0440,WCR2019_0327,within-group subordinate,within-group subordinate,74,33,41,34,31,67,64,1,99999,555,814,535,0.385798816568047,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0701,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,61,26,35,27,39,53,65,1,99999,489,762,426,0.367869615832363,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0701,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,64,22,42,27,56,49,78,1,99999,489,627,356,0.367869615832363,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0701,3,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,67,31,36,27,29,58,60,1,99999,489,828,474,0.367869615832363,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0702,1,WCR2019_0318,WCR2019_0088,within-group subordinate,within-group subordinate,17,16,1,1,1,17,17,1,99999,855,644,642,0.247374562427071,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0702,2,WCR2019_0318,WCR2019_0075,within-group subordinate,within-group subordinate,21,14,7,1,7,15,21,1,99999,855,748,746,0.247374562427071,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0702,3,WCR2019_0318,WCR2019_0327,within-group subordinate,within-group subordinate,21,13,8,1,7,14,20,1,99999,855,826,824,0.247374562427071,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0703,1,WCR2019_0223,WCR2019_0161,within-group subordinate,within-group subordinate,54,26,28,24,17,50,43,1,99999,487,805,468,0.398830409356725,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0703,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,54,24,30,24,14,48,38,1,99999,487,824,472,0.398830409356725,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0703,3,WCR2019_0440,WCR2019_0122,within-group subordinate,within-group subordinate,59,24,35,29,24,53,48,1,99999,565,843,559,0.398830409356725,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0704,1,WCR2019_0223,WCR2019_0061,within-group subordinate,within-group subordinate,59,25,34,23,38,48,63,1,99999,488,761,426,0.365967365967366,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0704,2,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,62,22,40,23,50,45,72,1,99999,488,626,355,0.365967365967366,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0704,3,WCR2019_0223,WCR2019_0073,within-group subordinate,within-group subordinate,65,31,34,23,41,54,72,1,99999,488,787,438,0.365967365967366,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0705,1,WCR2019_0223,WCR2019_0087,within-group subordinate,within-group subordinate,65,29,36,20,45,49,74,1,99999,489,627,356,0.378346915017462,0,0,NA,NA,none,hothiphop.parents,hot.parents
2019,1,WCR2019_0705,2,WCR2019_0223,WCR2019_0327,within-group subordinate,within-group subordinate,66,35,31,20,28,55,63,1,99999,489,828,474,0.378346915017462,0,0,NA,NA,none,hothiphop.parents,hot.parents
